path,npy,flag,box,n_dets
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_2_8__Corte-guardar._JUAN14.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_2_8__Corte-guardar._JUAN14.mp4.npy,ok,"821,11,496",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_2_96__Corte,-guardar._AINHOA5.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_2_96__Corte_-guardar._AINHOA5.mp4.npy,ok,"625,33,443",1
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_108__Corte,-guardar_AINHOA3.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_108__Corte_-guardar_AINHOA3.mp4.npy,ok,"293,121,958",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_110__Corte,-guardar_AINHOA3.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_110__Corte_-guardar_AINHOA3.mp4.npy,ok,"300,129,950",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_118__Corte-guardar_AINHOA6.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_118__Corte-guardar_AINHOA6.mp4.npy,ok,"491,16,757",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_127__Corte-guardar_AINHOA3.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_127__Corte-guardar_AINHOA3.mp4.npy,ok,"254,158,921",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_135__Corte,-guardar._JUAN10.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_135__Corte_-guardar._JUAN10.mp4.npy,ok,"375,0,667",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_137__Corte-Guardar_AINHOA4.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_137__Corte-Guardar_AINHOA4.mp4.npy,ok,"517,19,739",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_13__Corte-guardar_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_13__Corte-guardar_JOSE2.mp4.npy,ok,"269,0,986",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_143__Corte-guardar._AINHOA2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_143__Corte-guardar._AINHOA2.mp4.npy,ok,"274,144,895",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_145__Corte-guardar._AINHOA2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_145__Corte-guardar._AINHOA2.mp4.npy,ok,"263,93,972",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_153__Corte,-guardar_AINHOA5.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_153__Corte_-guardar_AINHOA5.mp4.npy,ok,"355,258,821",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_156__Corte-guardar_AINHOA4.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_156__Corte-guardar_AINHOA4.mp4.npy,ok,"203,147,927",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_15__Corte-guardar_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_15__Corte-guardar_JOSE2.mp4.npy,ok,"462,0,494",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_162__Corte-guardar_AINHOA2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_162__Corte-guardar_AINHOA2.mp4.npy,ok,"280,76,1003",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_171__Corte-guardar_AINHOA4.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_171__Corte-guardar_AINHOA4.mp4.npy,ok,"270,161,893",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_181__Corte-Guardar_AINHOA6.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_181__Corte-Guardar_AINHOA6.mp4.npy,ok,"157,109,970",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_189__Corte-guardar_AINHOA4.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_189__Corte-guardar_AINHOA4.mp4.npy,ok,"197,153,924",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_198__Corte-guardar_AINHOA6.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_198__Corte-guardar_AINHOA6.mp4.npy,ok,"174,103,976",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_206__Corte,-guardar_AINHOA4.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_206__Corte_-guardar_AINHOA4.mp4.npy,ok,"302,151,928",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_208__Corte-guardar._JUAN8.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_208__Corte-guardar._JUAN8.mp4.npy,ok,"840,0,1080",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_214__Corte-guardar_AINHOA5.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_214__Corte-guardar_AINHOA5.mp4.npy,ok,"358,212,587",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_235__Corte-guardar_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_235__Corte-guardar_JOSE2.mp4.npy,ok,"456,0,609",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_24__Corte--Guardar_AINHOA5.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_24__Corte--Guardar_AINHOA5.mp4.npy,ok,"530,24,764",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_26__Corte--Guardar_AINHOA5.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_26__Corte--Guardar_AINHOA5.mp4.npy,ok,"532,58,754",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_273__Corte-guardar_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_273__Corte-guardar_JOSE2.mp4.npy,ok,"448,0,491",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_304__Corte-guardar_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_304__Corte-guardar_JOSE2.mp4.npy,ok,"449,0,478",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_40__Corte,-guardar._JUAN10.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_40__Corte_-guardar._JUAN10.mp4.npy,ok,"451,0,427",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_41__Corte-guardar_AINHOA5.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_41__Corte-guardar_AINHOA5.mp4.npy,ok,"542,18,710",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_43__Corte-guardar_AINHOA5.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_43__Corte-guardar_AINHOA5.mp4.npy,ok,"539,21,705",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_45__Corte-guardar_AINHOA4.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_45__Corte-guardar_AINHOA4.mp4.npy,ok,"423,236,491",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_55__Korte-guardar._AINHOA1.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_55__Korte-guardar._AINHOA1.mp4.npy,ok,"204,131,948",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_59__Corte,-guardar._AINHOA2.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_59__Corte_-guardar._AINHOA2.mp4.npy,ok,"228,109,959",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_5__Corte-guardar_AINHOA4.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_5__Corte-guardar_AINHOA4.mp4.npy,ok,"546,8,744",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_66__Corte,-guardar._JUAN8.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_66__Corte_-guardar._JUAN8.mp4.npy,ok,"422,0,436",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_72__Corte-guardar_AINHOA6.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_72__Corte-guardar_AINHOA6.mp4.npy,ok,"738,39,796",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_76__Corte-guardar_AINHOA1.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_76__Corte-guardar_AINHOA1.mp4.npy,ok,"303,127,952",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_7__Corte,-guardar._JUAN2.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_7__Corte_-guardar._JUAN2.mp4.npy,ok,"294,0,929",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_7__Corte-guardar_AINHOA5.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_7__Corte-guardar_AINHOA5.mp4.npy,ok,"550,9,756",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_82__Corte-guardar_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_82__Corte-guardar_JOSE2.mp4.npy,ok,"339,0,689",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_89__Corte-guardar_AINHOA3.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_89__Corte-guardar_AINHOA3.mp4.npy,ok,"379,201,591",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_3_92__Corte-guardar_AINHOA1.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_92__Corte-guardar_AINHOA1.mp4.npy,ok,"539,9,770",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_10__Corte,-guardar._JUAN7.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_10__Corte_-guardar._JUAN7.mp4.npy,ok,"152,0,801",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_123__Corte-guardar._JUAN8.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_123__Corte-guardar._JUAN8.mp4.npy,ok,"0,36,909",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_142__Corte,-guardar._JUAN7.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_142__Corte_-guardar._JUAN7.mp4.npy,no_person,"582,162,756",0
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_15__Corte,-guardar._JUAN6.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_15__Corte_-guardar._JUAN6.mp4.npy,ok,"10,0,888",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_175__Corte-guarda_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_175__Corte-guarda_JOSE2.mp4.npy,ok,"550,0,419",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_207__Corte-guardar_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_207__Corte-guardar_JOSE2.mp4.npy,ok,"514,0,438",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_233__Corte-guardar_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_233__Corte-guardar_JOSE2.mp4.npy,ok,"469,0,462",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_24__Corte,-guardar._JUAN3.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_24__Corte_-guardar._JUAN3.mp4.npy,ok,"16,23,891",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_273__Corte-guardar_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_273__Corte-guardar_JOSE2.mp4.npy,ok,"482,0,444",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_28__Corte-guardar._JUAN11.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_28__Corte-guardar._JUAN11.mp4.npy,ok,"389,0,829",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_304__Corte-guardar_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_304__Corte-guardar_JOSE2.mp4.npy,ok,"464,0,446",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_42__Corte,-guardar._JUAN10.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_42__Corte_-guardar._JUAN10.mp4.npy,ok,"368,0,511",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_48__Corte-guardar_JOSE2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_48__Corte-guardar_JOSE2.mp4.npy,ok,"521,0,547",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_7__Corte,-guardar._JUAN5.mp4",dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_7__Corte_-guardar._JUAN5.mp4.npy,ok,"396,0,779",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioJUAN15ABRILtestcamara_4_93__Corte-guardar._JUAN13.mp4,dia_guardar__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_4_93__Corte-guardar._JUAN13.mp4.npy,ok,"103,0,774",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_1_175__Corte-guardo._JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_1_175__Corte-guardo._JOSESEC2.mp4.npy,ok,"531,0,498",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_1_20__Corte-guardo_JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_1_20__Corte-guardo_JOSESEC2.mp4.npy,ok,"531,1,675",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_1_231__Corte,-guardar._MIGUEL2.mp4",dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_1_231__Corte_-guardar._MIGUEL2.mp4.npy,ok,"522,4,439",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_1_287__Corte,-guardar_MIGUEL2.mp4",dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_1_287__Corte_-guardar_MIGUEL2.mp4.npy,ok,"529,0,654",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_1_388__Corte,-guardar_MIGUEL2.mp4",dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_1_388__Corte_-guardar_MIGUEL2.mp4.npy,ok,"481,0,680",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_1_442__Corte-guardar_MIGUEL2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_1_442__Corte-guardar_MIGUEL2.mp4.npy,ok,"525,0,453",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_1_487__Corte-guardar_MIGUEL2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_1_487__Corte-guardar_MIGUEL2.mp4.npy,ok,"622,19,325",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_1_58__Corte-guardo_JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_1_58__Corte-guardo_JOSESEC2.mp4.npy,ok,"558,0,519",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_1_80__Corte-guardar_MIGUEL2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_1_80__Corte-guardar_MIGUEL2.mp4.npy,ok,"533,0,661",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_1_8__Corte-guardo_JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_1_8__Corte-guardo_JOSESEC2.mp4.npy,ok,"512,0,554",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_141__Corte-guardar_MIGUEL2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_141__Corte-guardar_MIGUEL2.mp4.npy,ok,"750,67,284",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_174__corte-guardar_MIGUEL2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_174__corte-guardar_MIGUEL2.mp4.npy,ok,"607,28,659",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_204__Corte,-guardar_MIGUEL2.mp4",dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_204__Corte_-guardar_MIGUEL2.mp4.npy,ok,"782,78,291",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_213__Corte,-guardar._MIGUEL2.mp4",dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_213__Corte_-guardar._MIGUEL2.mp4.npy,ok,"493,16,649",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_262__Corte-guardo._JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_262__Corte-guardo._JOSESEC2.mp4.npy,ok,"771,41,379",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_287__Corte,-guardar_MIGUEL2.mp4",dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_287__Corte_-guardar_MIGUEL2.mp4.npy,ok,"553,24,645",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_310__Corte-guardo_JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_310__Corte-guardo_JOSESEC2.mp4.npy,ok,"702,37,651",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_364__Corte-guardo_JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_364__Corte-guardo_JOSESEC2.mp4.npy,ok,"552,19,653",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_390__Corte-guardo._JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_390__Corte-guardo._JOSESEC2.mp4.npy,ok,"812,31,516",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_414__Corte-guardo_JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_414__Corte-guardo_JOSESEC2.mp4.npy,ok,"779,42,375",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_442__Corte-guardar_MIGUEL2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_442__Corte-guardar_MIGUEL2.mp4.npy,ok,"706,52,310",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_496__Corte-guardar_MIGUEL2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_496__Corte-guardar_MIGUEL2.mp4.npy,ok,"626,19,638",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_52__Corte-guardo_JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_52__Corte-guardo_JOSESEC2.mp4.npy,ok,"695,37,650",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_62__Corte,-guardar_MIGUEL2.mp4",dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_62__Corte_-guardar_MIGUEL2.mp4.npy,ok,"593,26,661",3
"/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_2_89__Corte,-guardar_MIGUEL2.mp4",dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_2_89__Corte_-guardar_MIGUEL2.mp4.npy,ok,"765,65,339",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_3_121__Corte-guardo_JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_3_121__Corte-guardo_JOSESEC2.mp4.npy,ok,"364,0,988",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_3_145__Corte-guardo_JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_3_145__Corte-guardo_JOSESEC2.mp4.npy,ok,"615,0,916",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_3_157__Corte-guardo._JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_3_157__Corte-guardo._JOSESEC2.mp4.npy,ok,"301,0,1023",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_3_181__Corte-guardo._JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_3_181__Corte-guardo._JOSESEC2.mp4.npy,ok,"414,0,660",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_3_199__corte-guardo_JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_3_199__corte-guardo_JOSESEC2.mp4.npy,ok,"318,0,948",3
/home/tomis/SBT/DATASETS/dia_guardar/dia_guardar/accion___4___no_obvioMIGUEL1testcamara_3_224__Corte-guardo_JOSESEC2.mp4,dia_guardar__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_3_224__Corte-guardo_JOSESEC2.mp4.npy,ok,"375,0,981",3
