npy,label,split,marco,x0,y0,x1,y1,fps,dataset_tipo,clip_origen
"L36__ainhoa__accion___36___botellat2_87__-Corte,-abrir.npy",36,train,1.053,978,149,1179,350,25,ainhoa,"accion___36___botellat2_87__-Corte,-abrir.mp4"
L48__dia__accion___7___JUAN15ABRILtestcamara_4_230__Corte-hurgar._JUAN10.npy,48,train,1.04,624,202,1074,652,25,dia,accion___7___JUAN15ABRILtestcamara_4_230__Corte-hurgar._JUAN10.mp4
L03__ainhoa__accion___3___OCT01_primera_t1_195__-Corte-saco.__metadata-informacion-Zona-sur-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy,3,train,1.029,834,99,1000,265,25,ainhoa,accion___3___OCT01_primera_t1_195__-Corte-saco.__metadata-informacion-Zona-sur-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4
L47__dia__accion___47___JUAN15ABRILtestcamara_3_92__Corte-empujo-empujo._JUAN7.npy,47,train,1.016,602,36,998,432,25,dia,accion___47___JUAN15ABRILtestcamara_3_92__Corte-empujo-empujo._JUAN7.mp4
"L22__ainhoa__accion___22___mochielat2_131__-Corte,-guitarra.npy",22,val,1.059,854,162,1064,372,25,ainhoa,"accion___22___mochielat2_131__-Corte,-guitarra.mp4"
"L02__dia__accion___2___MIGUEL1testcamara_1_243__Corte,-dejo_JOSESEC1.npy",2,train,1.035,900,197,1021,318,25,dia,"accion___2___MIGUEL1testcamara_1_243__Corte,-dejo_JOSESEC1.mp4"
"L32__ainhoa__accion___32___aplaudirt4_5__-Corte,-aplaudir..npy",32,train,1.048,678,116,901,339,25,ainhoa,"accion___32___aplaudirt4_5__-Corte,-aplaudir..mp4"
L04__dia_guardar__accion___4___obvioJUAN15ABRILtestcamara_3_50__Corte-guardar_JOSE2.npy,4,val,1.065,670,11,885,226,25,dia_guardar,accion___4___obvioJUAN15ABRILtestcamara_3_50__Corte-guardar_JOSE2.mp4
"L04__todo_showroom__accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_1_73__-Corte,-termino..npy",4,val,1.075,935,167,1272,504,25,todo_showroom,"accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_1_73__-Corte,-termino..mp4"
L13__dia__accion___13___MIGUEL1testcamara_3_330__corte-sacar_MIGUEL4.npy,13,train,1.003,800,143,1198,541,25,dia,accion___13___MIGUEL1testcamara_3_330__corte-sacar_MIGUEL4.mp4
L14__ainhoa__accion___14___OCT09_t2_63__-Corte-guardo.__metadata-informacion.-Zona-norte-2.-Robo-bolso..npy,14,train,1.001,669,220,914,465,25,ainhoa,accion___14___OCT09_t2_63__-Corte-guardo.__metadata-informacion.-Zona-norte-2.-Robo-bolso..mp4
L48__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_1_179__Corte-guarda_JOSE2.npy,48,train,1.087,650,111,914,375,25,dia_guardar,accion___4___no_obvioJUAN15ABRILtestcamara_1_179__Corte-guarda_JOSE2.mp4
L11__dia__accion___11___MIGUEL1testcamara_1_349__Corte-agarrar_MIGUEL3.npy,11,val,1.067,778,148,1100,470,25,dia,accion___11___MIGUEL1testcamara_1_349__Corte-agarrar_MIGUEL3.mp4
"L02__dia__accion___2___JUAN15ABRILtestcamara_2_58__Corte,-carrito._JUAN10.npy",2,train,1.062,690,124,1048,482,25,dia,"accion___2___JUAN15ABRILtestcamara_2_58__Corte,-carrito._JUAN10.mp4"
L13__dia__accion___13___MIGUEL1testcamara_1_158__Corte-sacar_MIGUEL4.npy,13,train,1.07,702,101,953,352,25,dia,accion___13___MIGUEL1testcamara_1_158__Corte-sacar_MIGUEL4.mp4
L43__ainhoa__accion___43___llamart3_61__-Corte-y-amalle..npy,43,train,1.075,493,220,994,721,25,ainhoa,accion___43___llamart3_61__-Corte-y-amalle..mp4
"L14__dia__accion___14___MIGUEL1testcamara_3_237__Corte,-guardar._MIGUEL3.npy",14,train,1.046,1163,386,1656,879,25,dia,"accion___14___MIGUEL1testcamara_3_237__Corte,-guardar._MIGUEL3.mp4"
L14__ainhoa__accion___14___OCT10_bolsost2_250__-corte-guardo.__metadata-informacion..npy,14,train,1.042,1006,169,1198,361,25,ainhoa,accion___14___OCT10_bolsost2_250__-corte-guardo.__metadata-informacion..mp4
"L01__dia__accion___1___MIGUEL1testcamara_2_578__Corte,-agarro_JOSESEC1.npy",1,train,1.045,1047,267,1176,396,25,dia,"accion___1___MIGUEL1testcamara_2_578__Corte,-agarro_JOSESEC1.mp4"
L02__dia__accion___2___MIGUEL1testcamara_3_264__corte-dejar_MIGUEL2.npy,2,train,1.013,410,387,915,892,25,dia,accion___2___MIGUEL1testcamara_3_264__corte-dejar_MIGUEL2.mp4
"L14__ainhoa__accion___14___OCT03_primera_t3_539__-Corte,-guardo.__metadata-informacion.-Zona-sur-3.-Robo-bolso..npy",14,train,1.079,531,408,964,841,25,ainhoa,"accion___14___OCT03_primera_t3_539__-Corte,-guardo.__metadata-informacion.-Zona-sur-3.-Robo-bolso..mp4"
"L27__ainhoa__accion___27___saludart2_22__-Corte,-saludar..npy",27,train,1.039,861,158,1120,417,25,ainhoa,"accion___27___saludart2_22__-Corte,-saludar..mp4"
L11__dia__accion___24___JUAN15ABRILtestcamara_4_197__Corte-bajar-mano_JOSE2.npy,11,train,1.094,190,244,612,666,25,dia,accion___24___JUAN15ABRILtestcamara_4_197__Corte-bajar-mano_JOSE2.mp4
"L01__ainhoa__accion___1___SEP30_t2_27__-corte-agarro__metadata-informacion,-zona-sur-3-Objeto,-camiseta-Categoria-textil-Robo,-abrigo.npy",1,train,1.039,488,243,798,553,25,ainhoa,"accion___1___SEP30_t2_27__-corte-agarro__metadata-informacion,-zona-sur-3-Objeto,-camiseta-Categoria-textil-Robo,-abrigo.mp4"
"L02__ainhoa__accion___2___SEP30_t1_256__-Corte,-dejo.__metadata-informacion,-zona-sur-3-Objeto,-cinturon-Categoria-textil-Robo,-abrigo.npy",2,val,1.019,867,123,1056,312,25,ainhoa,"accion___2___SEP30_t1_256__-Corte,-dejo.__metadata-informacion,-zona-sur-3-Objeto,-cinturon-Categoria-textil-Robo,-abrigo.mp4"
L11__ainhoa__accion___11___OCT10_bolsillost1_241__-corte-agarro__metadata-informacion.-Zona-Sur-3.-Robo-bolsillo..npy,11,train,1.017,872,123,1060,311,25,ainhoa,accion___11___OCT10_bolsillost1_241__-corte-agarro__metadata-informacion.-Zona-Sur-3.-Robo-bolsillo..mp4
"L31__ainhoa__accion___31___zapatot1_102__-Corte,-quitar..npy",31,train,1.07,646,181,936,471,25,ainhoa,"accion___31___zapatot1_102__-Corte,-quitar..mp4"
L04__dia_guardar__accion___4___obvioMIGUEL1testcamara_4_390__Corte-guardo._JOSESEC2.npy,4,train,1.088,321,206,729,614,25,dia_guardar,accion___4___obvioMIGUEL1testcamara_4_390__Corte-guardo._JOSESEC2.mp4
L14__ainhoa__accion___14___OCT04_primera_t4_341__-Corte-guarda.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..npy,14,train,1.063,585,606,1028,1049,25,ainhoa,accion___14___OCT04_primera_t4_341__-Corte-guarda.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..mp4
L01__ainhoa__accion___1___OCT01_primera_t2_1436__-Corte-agarro.__metadata-informacion-Zona-norte-1-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy,1,train,1.095,980,233,1256,509,25,ainhoa,accion___1___OCT01_primera_t2_1436__-Corte-agarro.__metadata-informacion-Zona-norte-1-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4
"L01__dia__accion___1___MIGUEL1testcamara_2_83__Corte,-agarro_JOSESEC1.npy",1,train,1.058,1056,258,1181,383,25,dia,"accion___1___MIGUEL1testcamara_2_83__Corte,-agarro_JOSESEC1.mp4"
"L47__dia__accion___42___MIGUEL1testcamara_4_440__Corte,-caminar_MIGUEL3.npy",47,train,1.022,460,122,1031,693,25,dia,"accion___42___MIGUEL1testcamara_4_440__Corte,-caminar_MIGUEL3.mp4"
"L03__ainhoa__accion___3___SEP30_t2_93__-Corte,-saco.__metadata-informacion.-Zona-Sur-1.-Objeto-Camisa.-Categoria-Textil.-Robo-bolso..npy",3,val,1.016,760,176,979,395,25,ainhoa,"accion___3___SEP30_t2_93__-Corte,-saco.__metadata-informacion.-Zona-Sur-1.-Objeto-Camisa.-Categoria-Textil.-Robo-bolso..mp4"
L11__dia__accion___24___JUAN15ABRILtestcamara_4_123__Corte-bajar-mano._JUAN5.npy,11,train,1.014,177,258,628,709,25,dia,accion___24___JUAN15ABRILtestcamara_4_123__Corte-bajar-mano._JUAN5.mp4
L04__ainhoa__accion___4___obvio_SEP26_primera_t2_805__-Corte-guardo.__metadata-informacion-Zona-centro-1-Objeto-pantalon-Categoria-textil-Robo-bolso.npy,4,train,1.097,962,199,1194,431,25,ainhoa,accion___4___obvio_SEP26_primera_t2_805__-Corte-guardo.__metadata-informacion-Zona-centro-1-Objeto-pantalon-Categoria-textil-Robo-bolso.mp4
L13__ainhoa__accion___13___OCT04_primera_t3_359__-Corte-Saco__metadata-informacion.-Zona-sur-2.-Robo-abrigo..npy,13,train,1.045,701,720,1041,1060,25,ainhoa,accion___13___OCT04_primera_t3_359__-Corte-Saco__metadata-informacion.-Zona-sur-2.-Robo-abrigo..mp4
"L02__dia__accion___2___MIGUEL1testcamara_1_177__Corte,-dejar_MIGUEL2.npy",2,train,1.088,869,89,1101,321,25,dia,"accion___2___MIGUEL1testcamara_1_177__Corte,-dejar_MIGUEL2.mp4"
"L48__dia__accion___7___JUAN15ABRILtestcamara_2_0__Corte,-hurgar._JUAN7.npy",48,train,1.046,1024,147,1274,397,25,dia,"accion___7___JUAN15ABRILtestcamara_2_0__Corte,-hurgar._JUAN7.mp4"
"L02__ainhoa__accion___2___OCT01_primera_t4_1132__-Corte,-dejo.__metadata-informacion.-Zona-sur-4.-Objeto-corbata.-Categoria-textil.-Lobo-bolsillo..npy",2,train,1.004,706,587,1138,1019,25,ainhoa,"accion___2___OCT01_primera_t4_1132__-Corte,-dejo.__metadata-informacion.-Zona-sur-4.-Objeto-corbata.-Categoria-textil.-Lobo-bolsillo..mp4"
L04__todo_showroom__accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_1_247__-Corte-y-termino..npy,4,train,1.052,623,81,821,279,25,todo_showroom,accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_1_247__-Corte-y-termino..mp4
L06__ainhoa__accion___6___n.segunda_17.4_26__-Corte.-17..npy,6,train,1.067,487,85,738,336,25,ainhoa,accion___6___n.segunda_17.4_26__-Corte.-17..mp4
"L04__todo_showroom__accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_4_122__-Corto,-termino..npy",4,train,1.086,135,286,553,704,25,todo_showroom,"accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_4_122__-Corto,-termino..mp4"
"L48__ainhoa__accion___4___no_obvio_OCT01_primera_t4_595__-Corte,-guardo.__metadata-informacion-Zona-norte-2-Objeto-sujetador-Categoria-textil-Robo-bolsillo.npy",48,val,1.071,451,189,720,458,25,ainhoa,"accion___4___no_obvio_OCT01_primera_t4_595__-Corte,-guardo.__metadata-informacion-Zona-norte-2-Objeto-sujetador-Categoria-textil-Robo-bolsillo.mp4"
L48__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_1_370__-y-que-ya-supe-que-ya-seoni-que-va-a-MDam-y-no.npy,48,train,1.007,599,96,858,355,25,todo_showroom,accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_1_370__-y-que-ya-supe-que-ya-seoni-que-va-a-MDam-y-no.mp4
"L00__ainhoa__accion___0___SEP26_primera_t3_234__-Corte,-sostengo.__metadata-informacion-Zona-norte-2-Objeto-pantalon-Categoria-textil-Lobo-abrigo.npy",0,train,1.005,580,166,876,462,25,ainhoa,"accion___0___SEP26_primera_t3_234__-Corte,-sostengo.__metadata-informacion-Zona-norte-2-Objeto-pantalon-Categoria-textil-Lobo-abrigo.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_2_284__-Corto.-Termino..npy,4,val,1.046,818,107,1007,296,25,todo_showroom,accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_2_284__-Corto.-Termino..mp4
L11__dia__accion___11___MIGUEL1testcamara_2_295__Corte-agarro_JOSESEC3.npy,11,train,1.01,814,144,1046,376,25,dia,accion___11___MIGUEL1testcamara_2_295__Corte-agarro_JOSESEC3.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_399__-corto..npy,4,train,1.092,386,294,1113,1021,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_3_399__-corto..mp4
L04__todo_showroom__accion___4___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_obvio_testTOMA_DE_DATOS_3_18__-Cuarto-termino..npy,4,train,1.043,385,281,934,830,25,todo_showroom,accion___4___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_obvio_testTOMA_DE_DATOS_3_18__-Cuarto-termino..mp4
L13__dia__accion___13___MIGUEL1testcamara_4_422__Corte-sacar_MIGUEL4.npy,13,train,1.004,621,402,1090,871,25,dia,accion___13___MIGUEL1testcamara_4_422__Corte-sacar_MIGUEL4.mp4
L11__dia__accion___11___MIGUEL1testcamara_2_355__Corte-agarrar._MIGUEL4.npy,11,train,1.013,677,206,1009,538,25,dia,accion___11___MIGUEL1testcamara_2_355__Corte-agarrar._MIGUEL4.mp4
"L01__ainhoa__accion___1___SEP30_t1_316__-Corte,-agarro.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-abrigo.npy",1,train,1.032,929,188,1179,438,25,ainhoa,"accion___1___SEP30_t1_316__-Corte,-agarro.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-abrigo.mp4"
"L48__todo_showroom__accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_3_367__-Corte,-termino..npy",48,train,1.029,830,116,1307,593,25,todo_showroom,"accion___14___showroom_ROBO_MIGUEL_1_2024-12-18_16-51-43_no_obvio_testTOMA_DE_DATOS_3_367__-Corte,-termino..mp4"
L46__dia__accion___46___JUAN15ABRILtestcamara_4_31__Corte-dar-vueltas._JUAN10.npy,46,train,1.03,200,233,665,698,25,dia,accion___46___JUAN15ABRILtestcamara_4_31__Corte-dar-vueltas._JUAN10.mp4
L13__dia__accion___13___MIGUEL1testcamara_2_147__Corte-sacar._JOSESEC3.npy,13,train,1.054,694,204,1022,532,25,dia,accion___13___MIGUEL1testcamara_2_147__Corte-sacar._JOSESEC3.mp4
"L02__ainhoa__accion___2___OCT01_primera_t2_629__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Objeto-camiseta.-Categoria-textil.-Robo-bolsillo..npy",2,train,1.012,983,242,1236,495,25,ainhoa,"accion___2___OCT01_primera_t2_629__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Objeto-camiseta.-Categoria-textil.-Robo-bolsillo..mp4"
L11__dia__accion___9___JUAN15ABRILtestcamara_2_172__Corte-topar._JUAN11.npy,11,train,1.073,985,142,1250,407,25,dia,accion___9___JUAN15ABRILtestcamara_2_172__Corte-topar._JUAN11.mp4
L04__dia_guardar__accion___4___obvioMIGUEL1testcamara_4_176__Corte-guardar_ainhoa1.npy,4,train,1.074,694,294,1058,658,25,dia_guardar,accion___4___obvioMIGUEL1testcamara_4_176__Corte-guardar_ainhoa1.mp4
"L14__ainhoa__accion___14___OCT04_primera_t3_511__-Corte,-guardo.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..npy",14,train,1.052,533,252,894,613,25,ainhoa,"accion___14___OCT04_primera_t3_511__-Corte,-guardo.__metadata-informacion.-Zona-centro-1.-Robo-abrigo..mp4"
L48__todo_showroom__accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_3_272__-termino..npy,48,val,1.065,1211,413,1741,943,25,todo_showroom,accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_3_272__-termino..mp4
"L11__ainhoa__accion___11___OCT03_primera_t4_281__-Corte,-agarro.__metadata-informacion.-Zona-norte-2.-Robo-bolso..npy",11,train,1.036,410,181,677,448,25,ainhoa,"accion___11___OCT03_primera_t4_281__-Corte,-agarro.__metadata-informacion.-Zona-norte-2.-Robo-bolso..mp4"
"L04__todo_showroom__accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_2_193__-Corto,-termino..npy",4,train,1.066,989,149,1271,431,25,todo_showroom,"accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_2_193__-Corto,-termino..mp4"
"L02__dia__accion___2___MIGUEL1testcamara_2_302__Corte,-dejo_JOSESEC1.npy",2,train,1.024,804,237,931,364,25,dia,"accion___2___MIGUEL1testcamara_2_302__Corte,-dejo_JOSESEC1.mp4"
L47__dia__accion___42___MIGUEL1testcamara_1_234__corte-caminar_MIGUEL4.npy,47,train,1.023,766,114,1070,418,25,dia,accion___42___MIGUEL1testcamara_1_234__corte-caminar_MIGUEL4.mp4
L48__doblar_sobreponer__02-13-23-05-53 camara 1 - 53-690.npy,48,val,1.017,944,188,1205,449,8,doblar_sobreponer,02-13-23-05-53 camara 1 - 53-690.mp4
"L10__ainhoa__accion___10___OCT10_abrigost4_221__-corte,-sostengo.__metadata-informacion.-Zona-sur-1.-Robo-abrigo..npy",10,train,1.065,609,594,1047,1032,25,ainhoa,"accion___10___OCT10_abrigost4_221__-corte,-sostengo.__metadata-informacion.-Zona-sur-1.-Robo-abrigo..mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_4_38__Corte-agarrar._JUAN6.npy,1,train,1.095,286,55,948,717,25,dia,accion___1___JUAN15ABRILtestcamara_4_38__Corte-agarrar._JUAN6.mp4
"L01__ainhoa__accion___1___sexta-tirada-14.1_57__-Corte,-agarro..npy",1,train,1.085,798,33,1188,423,25,ainhoa,"accion___1___sexta-tirada-14.1_57__-Corte,-agarro..mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_1_16__Corte-tomar._JUAN5.npy,1,train,1.07,629,75,878,324,25,dia,accion___1___JUAN15ABRILtestcamara_1_16__Corte-tomar._JUAN5.mp4
L47__dia__accion___42___MIGUEL1testcamara_4_126__corte-caminar_MIGUEL3.npy,47,val,1.038,237,206,826,795,25,dia,accion___42___MIGUEL1testcamara_4_126__corte-caminar_MIGUEL3.mp4
"L01__dia__accion___1___MIGUEL1testcamara_1_220__Corte,-agarro_JOSESEC1.npy",1,train,1.073,909,193,1044,328,25,dia,"accion___1___MIGUEL1testcamara_1_220__Corte,-agarro_JOSESEC1.mp4"
"L01__dia__accion___1___JUAN15ABRILtestcamara_2_173__Corte,-tomar._JUAN10.npy",1,train,1.044,749,165,1077,493,25,dia,"accion___1___JUAN15ABRILtestcamara_2_173__Corte,-tomar._JUAN10.mp4"
L12__dia__accion___12___MIGUEL1testcamara_2_177__corte-carrito_MIGUEL5.npy,12,train,1.026,739,157,993,411,25,dia,accion___12___MIGUEL1testcamara_2_177__corte-carrito_MIGUEL5.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_4_138__-corto-termino..npy,4,train,1.036,282,152,735,605,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_4_138__-corto-termino..mp4
L11__dia__accion___11___MIGUEL1testcamara_2_471__Corte-agarrar_MIGUEL5.npy,11,val,1.015,1037,138,1243,344,25,dia,accion___11___MIGUEL1testcamara_2_471__Corte-agarrar_MIGUEL5.mp4
"L12__ainhoa__accion___12___OCT10_bolsost4_390__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Robo-bolso..npy",12,val,1.002,409,188,667,446,25,ainhoa,"accion___12___OCT10_bolsost4_390__-Corte,-dejo.__metadata-informacion.-Zona-norte-2.-Robo-bolso..mp4"
"L02__ainhoa__accion___2___SEP26_primera_t1_339__-Corte,-dejo.__metadata-informacion,-zona-sur-3-Objeto-ca....npy",2,val,1.065,853,149,1081,377,25,ainhoa,"accion___2___SEP26_primera_t1_339__-Corte,-dejo.__metadata-informacion,-zona-sur-3-Objeto-ca....mp4"
L03__ainhoa__accion___3___SEP26_primera_t2_554__-Corte-saco.__metadata-informacion-Zona-norte-3-Objeto-pantalon-Categoria-textil-Robo-bolso.npy,3,train,1.097,587,247,907,567,25,ainhoa,accion___3___SEP26_primera_t2_554__-Corte-saco.__metadata-informacion-Zona-norte-3-Objeto-pantalon-Categoria-textil-Robo-bolso.mp4
"L01__dia__accion___1___MIGUEL1testcamara_2_84__Corte,-agarro_JOSESEC1.npy",1,train,1.022,1048,261,1169,382,25,dia,"accion___1___MIGUEL1testcamara_2_84__Corte,-agarro_JOSESEC1.mp4"
"L02__ainhoa__accion___2___OCT01_primera_t3_567__-Corte,-dejo.__metadata-informacion-Zona-norte-1-Objeto-sujetador-Categoria-textil-Robo-bolsillo.npy",2,train,1.018,505,112,747,354,25,ainhoa,"accion___2___OCT01_primera_t3_567__-Corte,-dejo.__metadata-informacion-Zona-norte-1-Objeto-sujetador-Categoria-textil-Robo-bolsillo.mp4"
"L03__dia__accion___3___MIGUEL1testcamara_4_152__Corte,-sacar_ainhoa5.npy",3,train,1.075,161,468,444,751,25,dia,"accion___3___MIGUEL1testcamara_4_152__Corte,-sacar_ainhoa5.mp4"
"L12__dia__accion___12___MIGUEL1testcamara_3_409__Corte,-carrito._MIGUEL5.npy",12,train,1.026,943,329,1471,857,25,dia,"accion___12___MIGUEL1testcamara_3_409__Corte,-carrito._MIGUEL5.mp4"
"L01__dia__accion___1___MIGUEL1testcamara_4_86__Corte,-agarro_JOSESEC2.npy",1,train,1.069,605,128,885,408,25,dia,"accion___1___MIGUEL1testcamara_4_86__Corte,-agarro_JOSESEC2.mp4"
"L02__ainhoa__accion___2___SEP26_primera_t1_1049__-Corte,-dejo.__metadata-informacion,-zona-sur-1-Objeto-falda-Categoria-textil-Robo-bolso.npy",2,train,1.092,628,116,799,287,25,ainhoa,"accion___2___SEP26_primera_t1_1049__-Corte,-dejo.__metadata-informacion,-zona-sur-1-Objeto-falda-Categoria-textil-Robo-bolso.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_350__-corto-termino..npy,4,val,1.0,886,102,1104,320,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_1_350__-corto-termino..mp4
"L36__ainhoa__accion___36___botellat4_123__-Corte,-abrir..npy",36,train,1.051,461,169,754,462,25,ainhoa,"accion___36___botellat4_123__-Corte,-abrir..mp4"
L03__ainhoa__accion___3___OCT01_primera_t2_1161__-Corte-saco__metadata-informacion-Zona-centro-2-Objeto-camisa-Categoria-textil-Robo-bolsillo.npy,3,train,1.033,750,179,970,399,25,ainhoa,accion___3___OCT01_primera_t2_1161__-Corte-saco__metadata-informacion-Zona-centro-2-Objeto-camisa-Categoria-textil-Robo-bolsillo.mp4
L14__ainhoa__accion___14___OCT10_bolsost1_478__-Corte-guardo.__metadata-informacion.-Zona-norte-1.-Robo-bolso..npy,14,val,1.025,941,245,1236,540,25,ainhoa,accion___14___OCT10_bolsost1_478__-Corte-guardo.__metadata-informacion.-Zona-norte-1.-Robo-bolso..mp4
"L12__dia__accion___12___MIGUEL1testcamara_2_100__Corte,-carrito_MIGUEL3.npy",12,train,1.017,692,167,980,455,25,dia,"accion___12___MIGUEL1testcamara_2_100__Corte,-carrito_MIGUEL3.mp4"
"L33__ainhoa__accion___33___bailart3_80__-Corte,-bailar..npy",33,val,1.017,681,94,1088,501,25,ainhoa,"accion___33___bailart3_80__-Corte,-bailar..mp4"
"L48__ainhoa__accion___4___no_obvio_OCT01_primera_t3_1390__-Corte,-guardo.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",48,train,1.06,537,157,848,468,25,ainhoa,"accion___4___no_obvio_OCT01_primera_t3_1390__-Corte,-guardo.__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
L47__dia__accion___47___MIGUEL1testcamara_4_172__Corte-cempujoo-caempujoo._ainhoa6.npy,47,train,1.015,399,158,864,623,25,dia,accion___47___MIGUEL1testcamara_4_172__Corte-cempujoo-caempujoo._ainhoa6.mp4
L14__ainhoa__accion___14___OCT10_bolsillost4_270__-guardo.npy,14,train,1.081,216,362,599,745,25,ainhoa,accion___14___OCT10_bolsillost4_270__-guardo.mp4
L13__ainhoa__accion___13___OCT09_t2_353__-Corte-saco.__metadata-informacion.-Zona-sur-3.-Robo-bolso..npy,13,val,1.093,1008,166,1202,360,25,ainhoa,accion___13___OCT09_t2_353__-Corte-saco.__metadata-informacion.-Zona-sur-3.-Robo-bolso..mp4
L12__dia__accion___12___MIGUEL1testcamara_3_186__Corte-dejar_MIGUEL3.npy,12,train,1.029,424,206,877,659,25,dia,accion___12___MIGUEL1testcamara_3_186__Corte-dejar_MIGUEL3.mp4
"L13__ainhoa__accion___13___OCT09_t2_338__-corte,-saco__metadata-informacion.npy",13,train,1.036,1027,153,1196,322,25,ainhoa,"accion___13___OCT09_t2_338__-corte,-saco__metadata-informacion.mp4"
"L33__ainhoa__accion___33___bailart1_85__-Corte,-bailar..npy",33,train,1.027,645,118,905,378,25,ainhoa,"accion___33___bailart1_85__-Corte,-bailar..mp4"
