npy,label,split,marco,x0,y0,x1,y1,fps,dataset_tipo,clip_origen
L03__ainhoa__accion___3___OCT01_primera_t2_596__-Corte-saco.__metadata-informacion-Zona-norte-2-Objeto-sujetador-Categoria-textil-Robo-bolsillo.npy,3,train,1.049,928,235,1186,493,25,ainhoa,accion___3___OCT01_primera_t2_596__-Corte-saco.__metadata-informacion-Zona-norte-2-Objeto-sujetador-Categoria-textil-Robo-bolsillo.mp4
"L24__ainhoa__accion___24___relojt4_175__-Corte,-bajar.-Corte,-bajar.__metadata-informno-metadata.npy",24,train,1.083,460,154,928,622,25,ainhoa,"accion___24___relojt4_175__-Corte,-bajar.-Corte,-bajar.__metadata-informno-metadata.mp4"
"L02__ainhoa__accion___2___OCT01_primera_t3_385__-Corte,-dejo.__metadata-informacion-Zona-norte-4-Objeto-Camiseta-Categoria-textil-Robo-bolsillo.npy",2,train,1.093,877,100,1197,420,25,ainhoa,"accion___2___OCT01_primera_t3_385__-Corte,-dejo.__metadata-informacion-Zona-norte-4-Objeto-Camiseta-Categoria-textil-Robo-bolsillo.mp4"
L04__ainhoa__accion___4___obvio_SEP30_t1_760__-corte-guardo.__metadata-informacion-Zona-sur-3-Objeto-Cinturon-Categoria-textil-Robo-bolso.npy,4,train,1.006,856,125,1041,310,25,ainhoa,accion___4___obvio_SEP30_t1_760__-corte-guardo.__metadata-informacion-Zona-sur-3-Objeto-Cinturon-Categoria-textil-Robo-bolso.mp4
L13__ainhoa__accion___13___OCT09_t2_85__-Corte-Saco__metadata-informacion.-Zona-norte-4.-Robo-bolso..npy,13,train,1.062,660,211,922,473,25,ainhoa,accion___13___OCT09_t2_85__-Corte-Saco__metadata-informacion.-Zona-norte-4.-Robo-bolso..mp4
"L12__dia__accion___12___MIGUEL1testcamara_4_43__Corte,-dejar._MIGUEL5.npy",12,train,1.039,114,333,520,739,25,dia,"accion___12___MIGUEL1testcamara_4_43__Corte,-dejar._MIGUEL5.mp4"
"L02__dia__accion___2___JUAN15ABRILtestcamara_3_48__Corte,-dejar-carrito_JUAN14.npy",2,val,1.017,397,244,945,792,25,dia,"accion___2___JUAN15ABRILtestcamara_3_48__Corte,-dejar-carrito_JUAN14.mp4"
"L01__ainhoa__accion___1___SEP26_primera_t2_933__-corte,-agarro__metadata-informacion-Zona-norte-3-Objeto-pantalon-Categoria-textil-Robo-bolso.npy",1,train,1.077,569,249,880,560,25,ainhoa,"accion___1___SEP26_primera_t2_933__-corte,-agarro__metadata-informacion-Zona-norte-3-Objeto-pantalon-Categoria-textil-Robo-bolso.mp4"
L04__dia_guardar__accion___4___obvioMIGUEL1testcamara_2_366__Corte-guardo_JOSESEC2.npy,4,train,1.083,713,181,1032,500,25,dia_guardar,accion___4___obvioMIGUEL1testcamara_2_366__Corte-guardo_JOSESEC2.mp4
"L02__dia__accion___2___JUAN15ABRILtestcamara_1_40__Corte,-carrito_JUAN11.npy",2,train,1.052,849,79,1131,361,25,dia,"accion___2___JUAN15ABRILtestcamara_1_40__Corte,-carrito_JUAN11.mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_2_11__Corte-agarrar_JUAN13.npy,1,train,1.058,766,119,1007,360,25,dia,accion___1___JUAN15ABRILtestcamara_2_11__Corte-agarrar_JUAN13.mp4
L01__dia__accion___1___JUAN15ABRILtestcamara_1_108__Corte-tomar._JUAN11.npy,1,train,1.049,714,164,1215,665,25,dia,accion___1___JUAN15ABRILtestcamara_1_108__Corte-tomar._JUAN11.mp4
L02__ainhoa__accion___2___OCT01_primera_t1_123__-Corte-dejo.__metadata-informacion.-Zona-Sur-1.-Objeto-Bufanda.-Categoria-Textil.-Robo-bolsillo..npy,2,val,1.06,646,95,820,269,25,ainhoa,accion___2___OCT01_primera_t1_123__-Corte-dejo.__metadata-informacion.-Zona-Sur-1.-Objeto-Bufanda.-Categoria-Textil.-Robo-bolsillo..mp4
L36__ainhoa__accion___36___botellat4_131__-Corte-abrir.npy,36,train,1.06,674,123,1037,486,25,ainhoa,accion___36___botellat4_131__-Corte-abrir.mp4
L10__ainhoa__accion___10___OCT09_t3_201__-Corte-Sostengo__metadata-informacion.-Zona-centro-2.-Robo-bolso..npy,10,val,1.0,990,233,1322,565,25,ainhoa,accion___10___OCT09_t3_201__-Corte-Sostengo__metadata-informacion.-Zona-centro-2.-Robo-bolso..mp4
L46__dia__accion___46___JUAN15ABRILtestcamara_1_101__Corte-dar-vueltas._JUAN11.npy,46,train,1.087,639,71,895,327,25,dia,accion___46___JUAN15ABRILtestcamara_1_101__Corte-dar-vueltas._JUAN11.mp4
L48__dia__accion___7___MIGUEL1testcamara_3_276__Corte-urbo_JOSESEC3.npy,48,train,1.011,709,96,1019,406,25,dia,accion___7___MIGUEL1testcamara_3_276__Corte-urbo_JOSESEC3.mp4
L11__ainhoa__accion___11___OCT04_primera_t1_1027__-Corte-agarro.__metadata-informacion.-Zona-Sur-2.-Robo-abrigo..npy,11,train,1.092,862,101,1038,277,25,ainhoa,accion___11___OCT04_primera_t1_1027__-Corte-agarro.__metadata-informacion.-Zona-Sur-2.-Robo-abrigo..mp4
L04__todo_showroom__accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_4_89__-Eh-Corte-Camino.npy,4,train,1.068,558,503,1128,1073,25,todo_showroom,accion___4___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_obvio_testTOMA_DE_DATOS_4_89__-Eh-Corte-Camino.mp4
L37__ainhoa__accion___37___botellat2_35__-corte-y-cerrar..npy,37,train,1.037,909,170,1168,429,25,ainhoa,accion___37___botellat2_35__-corte-y-cerrar..mp4
L11__ainhoa__accion___11___OCT04_primera_t3_10__-Corte--Agarro__metadata-informacion.-Zona-norte-3.-Robo-abrigo..npy,11,train,1.039,860,79,1107,326,25,ainhoa,accion___11___OCT04_primera_t3_10__-Corte--Agarro__metadata-informacion.-Zona-norte-3.-Robo-abrigo..mp4
L47__dia__accion___42___MIGUEL1testcamara_4_263__corte-caminar_MIGUEL2.npy,47,val,1.099,203,85,958,840,25,dia,accion___42___MIGUEL1testcamara_4_263__corte-caminar_MIGUEL2.mp4
L10__ainhoa__accion___10___OCT09_t3_502__-Corte-sostengo__metadata-informacion.npy,10,train,1.011,498,264,848,614,25,ainhoa,accion___10___OCT09_t3_502__-Corte-sostengo__metadata-informacion.mp4
L04__ainhoa__accion___4___obvio_OCT01_primera_t1_1336__-Corte-guardo.__metadata-informacion.-Zona-centro-1.-Objeto-pantalon.-Categoria-textil.-Robo-bolsillo..npy,4,train,1.095,852,118,1052,318,25,ainhoa,accion___4___obvio_OCT01_primera_t1_1336__-Corte-guardo.__metadata-informacion.-Zona-centro-1.-Objeto-pantalon.-Categoria-textil.-Robo-bolsillo..mp4
L14__dia__accion___14___MIGUEL1testcamara_2_440__Corte-guardo_JOSESEC3.npy,14,val,1.037,774,134,1003,363,25,dia,accion___14___MIGUEL1testcamara_2_440__Corte-guardo_JOSESEC3.mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_318__-corto-termino.npy,4,train,1.009,1006,161,1243,398,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_318__-corto-termino.mp4
L48__todo_showroom__accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_3_33__-corto-termino.npy,48,train,1.079,524,64,834,374,25,todo_showroom,accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_3_33__-corto-termino.mp4
"L12__ainhoa__accion___12___OCT04_primera_t1_337__-Corte,-dejo.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..npy",12,train,1.096,633,94,810,271,25,ainhoa,"accion___12___OCT04_primera_t1_337__-Corte,-dejo.__metadata-informacion.-Zona-Sur-1.-Robo-abrigo..mp4"
L01__dia__accion___1___JUAN15ABRILtestcamara_2_21__Corte-agarrar._JUAN2.npy,1,train,1.091,978,130,1242,394,25,dia,accion___1___JUAN15ABRILtestcamara_2_21__Corte-agarrar._JUAN2.mp4
"L01__ainhoa__accion___1___SEP30_t1_726__-corte,-agarro__metadata-informacion.-Zona-norte-1.-Objeto-sujetador.-Categoria-textil.-Robo-bolso..npy",1,train,1.007,926,239,1217,530,25,ainhoa,"accion___1___SEP30_t1_726__-corte,-agarro__metadata-informacion.-Zona-norte-1.-Objeto-sujetador.-Categoria-textil.-Robo-bolso..mp4"
L13__ainhoa__accion___13___OCT10_bolsost2_437__-Corte-Saco__metadata-informacion.-Zona-norte-1.-Robo-bolso..npy,13,train,1.075,895,287,1213,605,25,ainhoa,accion___13___OCT10_bolsost2_437__-Corte-Saco__metadata-informacion.-Zona-norte-1.-Robo-bolso..mp4
L01__ainhoa__accion___1___SEP30_t3_598__-agarro.__metadata-informacion.-Zona-sur-2.-Objeto-blusa.-Categoria-textil.-Robo-bolso.-Corte-inicio..npy,1,val,1.036,449,493,1036,1080,25,ainhoa,accion___1___SEP30_t3_598__-agarro.__metadata-informacion.-Zona-sur-2.-Objeto-blusa.-Categoria-textil.-Robo-bolso.-Corte-inicio..mp4
L04__todo_showroom__accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_233__-corto-termino.npy,4,train,1.081,887,219,1281,613,25,todo_showroom,accion___4___showroom_ROBO_BONI_1_2024-12-17_10-57-57_obvio_testTOMA_DE_DATOS_2_233__-corto-termino.mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_3_37__corte-carrito_AINHOA6.npy,2,train,1.059,711,423,1164,876,25,dia,accion___2___JUAN15ABRILtestcamara_3_37__corte-carrito_AINHOA6.mp4
L48__dia_guardar__accion___4___no_obvioMIGUEL1testcamara_4_160__Corte-guardar_ainhoa6.npy,48,val,1.047,497,254,824,581,25,dia_guardar,accion___4___no_obvioMIGUEL1testcamara_4_160__Corte-guardar_ainhoa6.mp4
L48__dia__accion___7___MIGUEL1testcamara_4_36__Corte-urbo_JOSESEC2.npy,48,train,1.088,585,151,819,385,25,dia,accion___7___MIGUEL1testcamara_4_36__Corte-urbo_JOSESEC2.mp4
"L02__ainhoa__accion___2___SEP30_t4_127__-Corte,-dejo.__metadata-informacion.-Zona-sur-4.-Objeto-zapato.-Categoria-textil.-Robo-abrigo..npy",2,train,1.075,685,325,1113,753,25,ainhoa,"accion___2___SEP30_t4_127__-Corte,-dejo.__metadata-informacion.-Zona-sur-4.-Objeto-zapato.-Categoria-textil.-Robo-abrigo..mp4"
"L48__todo_showroom__accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_3_19__-Corte,-termino..npy",48,train,1.059,1062,321,1648,907,25,todo_showroom,"accion___14___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_no_obvio_testTOMA_DE_DATOS_3_19__-Corte,-termino..mp4"
"L00__ainhoa__accion___0___SEP26_primera_t1_98__-Corte-Sostengo__metadata-informacion,-zona-centro-2-Objeto-gorra-Categoria-textil-Robo-abrigo.npy",0,train,1.032,626,166,849,389,25,ainhoa,"accion___0___SEP26_primera_t1_98__-Corte-Sostengo__metadata-informacion,-zona-centro-2-Objeto-gorra-Categoria-textil-Robo-abrigo.mp4"
L48__ainhoa__accion___4___no_obvio_SEP26_primera_t3_582__-Corte-guardo.__metadata-informacion-Zona-norte-1-Objeto-camisa-Categoria-textil-Robo-bolso.npy,48,train,1.096,550,106,819,375,25,ainhoa,accion___4___no_obvio_SEP26_primera_t3_582__-Corte-guardo.__metadata-informacion-Zona-norte-1-Objeto-camisa-Categoria-textil-Robo-bolso.mp4
L11__dia__accion___24___JUAN15ABRILtestcamara_4_294__corte-bajar-la-mano_JOSE2.npy,11,train,1.039,665,210,1135,680,25,dia,accion___24___JUAN15ABRILtestcamara_4_294__corte-bajar-la-mano_JOSE2.mp4
L48__dia__accion___7___MIGUEL1testcamara_1_144__Corte-urgar._JOSESEC3.npy,48,train,1.061,767,197,1085,515,25,dia,accion___7___MIGUEL1testcamara_1_144__Corte-urgar._JOSESEC3.mp4
L48__dia_guardar__accion___4___no_obvioJUAN15ABRILtestcamara_3_7__Corte-guardar_AINHOA3.npy,48,val,1.014,584,566,1002,984,25,dia_guardar,accion___4___no_obvioJUAN15ABRILtestcamara_3_7__Corte-guardar_AINHOA3.mp4
L12__dia__accion___12___MIGUEL1testcamara_4_61__corte-carrito_MIGUEL4.npy,12,train,1.025,509,111,779,381,25,dia,accion___12___MIGUEL1testcamara_4_61__corte-carrito_MIGUEL4.mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_4_89__Corte-carrito._JUAN12.npy,2,train,1.012,206,139,918,851,25,dia,accion___2___JUAN15ABRILtestcamara_4_89__Corte-carrito._JUAN12.mp4
L29__ainhoa__accion___29___sentarset3_71__-corte-abajo.npy,29,train,1.064,875,194,1241,560,25,ainhoa,accion___29___sentarset3_71__-corte-abajo.mp4
"L02__ainhoa__accion___2___OCT01_primera_t1_763__-corte,-dejo__metadata-informacion-Zona-sur-1-Objeto-camisa-Categoria-textil-Robo-bolsillo.npy",2,train,1.006,630,98,797,265,25,ainhoa,"accion___2___OCT01_primera_t1_763__-corte,-dejo__metadata-informacion-Zona-sur-1-Objeto-camisa-Categoria-textil-Robo-bolsillo.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_8__-Corto-termino.-Corto-termino..npy,4,train,1.091,922,158,1295,531,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_2_8__-Corto-termino.-Corto-termino..mp4
"L24__ainhoa__accion___24___relojt2_161__-Corte,-bajar.__metadata-informno-metadata.npy",24,val,1.026,857,180,1096,419,25,ainhoa,"accion___24___relojt2_161__-Corte,-bajar.__metadata-informno-metadata.mp4"
L04__ainhoa__accion___4___obvio_SEP30_t2_237__-corte-y-guardo.__metadata-informacion.-Zona-sur-3.-Objeto-camiseta.-Categoria-textil.-Robo-abrigo..npy,4,train,1.01,1010,175,1196,361,25,ainhoa,accion___4___obvio_SEP30_t2_237__-corte-y-guardo.__metadata-informacion.-Zona-sur-3.-Objeto-camiseta.-Categoria-textil.-Robo-abrigo..mp4
"L04__todo_showroom__accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_3_116__-Corto,-termino..npy",4,train,1.076,492,128,888,524,25,todo_showroom,"accion___4___showroom_ROBO_BONI_3_2024-12-18_09-06-24_obvio_testTOMA_DE_DATOS_3_116__-Corto,-termino..mp4"
"L32__ainhoa__accion___32___aplaudirt3_34__-Corte,-aplaudir..npy",32,train,1.008,571,243,1319,991,25,ainhoa,"accion___32___aplaudirt3_34__-Corte,-aplaudir..mp4"
L12__ainhoa__accion___12___OCT04_primera_t1_754__-Corte-vejo__metadata-informacion.-Zona-norte-1.-Robo-abrigo..npy,12,train,1.003,991,248,1277,534,25,ainhoa,accion___12___OCT04_primera_t1_754__-Corte-vejo__metadata-informacion.-Zona-norte-1.-Robo-abrigo..mp4
L11__ainhoa__accion___11___OCT04_primera_t2_1296__-Corte--Agarro__metadata-informacion.-Zona-norte-4.-Robo-abrigo..npy,11,train,1.01,645,213,890,458,25,ainhoa,accion___11___OCT04_primera_t2_1296__-Corte--Agarro__metadata-informacion.-Zona-norte-4.-Robo-abrigo..mp4
"L34__ainhoa__accion___34___bolsot4_126__-corte,-dejo.npy",34,train,1.018,525,287,880,642,25,ainhoa,"accion___34___bolsot4_126__-corte,-dejo.mp4"
L03__dia__accion___3___JUAN15ABRILtestcamara_3_83__Corte-sacar_JOSE2.npy,3,train,1.02,562,41,867,346,25,dia,accion___3___JUAN15ABRILtestcamara_3_83__Corte-sacar_JOSE2.mp4
L03__ainhoa__accion___3___SEP26_primera_t1_700__-corte-saco.__metadata-informacion-Zona-norte-3-Objeto-pantalon-Categoria-textil-Robo-bolso.npy,3,train,1.016,810,127,997,314,25,ainhoa,accion___3___SEP26_primera_t1_700__-corte-saco.__metadata-informacion-Zona-norte-3-Objeto-pantalon-Categoria-textil-Robo-bolso.mp4
L46__dia__accion___46___JUAN15ABRILtestcamara_4_9__Corte-dar-vuelta_AINHOA5.npy,46,train,1.097,467,254,828,615,25,dia,accion___46___JUAN15ABRILtestcamara_4_9__Corte-dar-vuelta_AINHOA5.mp4
L13__ainhoa__accion___13___OCT04_primera_t4_419__-Corte-saco__metadata-informacion.-Zona-Sur-3.-Probo-abrigo..npy,13,train,1.047,215,394,591,770,25,ainhoa,accion___13___OCT04_primera_t4_419__-Corte-saco__metadata-informacion.-Zona-Sur-3.-Probo-abrigo..mp4
"L03__ainhoa__accion___3___SEP26_primera_t2_1251__-Corte,-saco.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolso.npy",3,train,1.056,1000,169,1196,365,25,ainhoa,"accion___3___SEP26_primera_t2_1251__-Corte,-saco.__metadata-informacion-Zona-sur-3-Objeto-camiseta-Categoria-textil-Robo-bolso.mp4"
"L04__todo_showroom__accion___4___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_obvio_testTOMA_DE_DATOS_2_19__-Corte,-termino..npy",4,train,1.066,815,116,1027,328,25,todo_showroom,"accion___4___showroom_ROBO_JOSE_2_2024-12-20_12-37-49_obvio_testTOMA_DE_DATOS_2_19__-Corte,-termino..mp4"
"L48__todo_showroom__accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_3_268__-corto,-termino..npy",48,train,1.078,446,52,872,478,25,todo_showroom,"accion___14___showroom_ROBO_BONI_1_2024-12-17_10-57-57_no_obvio_testTOMA_DE_DATOS_3_268__-corto,-termino..mp4"
"L11__ainhoa__accion___11___OCT10_bolsillost4_392__-Corte,-agarro..npy",11,train,1.001,416,182,685,451,25,ainhoa,"accion___11___OCT10_bolsillost4_392__-Corte,-agarro..mp4"
L48__todo_showroom__accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_1_46__-corte-termino.npy,48,train,1.028,800,101,1013,314,25,todo_showroom,accion___14___showroom_ROBO_JOSE_1_2024-12-16_13-02-13_no_obvio_testTOMA_DE_DATOS_1_46__-corte-termino.mp4
"L47__dia__accion___42___MIGUEL1testcamara_2_387__Corte,-caminar_MIGUEL4.npy",47,val,1.087,938,123,1218,403,25,dia,"accion___42___MIGUEL1testcamara_2_387__Corte,-caminar_MIGUEL4.mp4"
L14__dia__accion___14___MIGUEL1testcamara_1_275__Corte-guardar_MIGUEL4.npy,14,val,1.083,908,162,1245,499,25,dia,accion___14___MIGUEL1testcamara_1_275__Corte-guardar_MIGUEL4.mp4
L11__dia__accion___24___JUAN15ABRILtestcamara_1_80__Corte-Bajar-mano_AINHOA4.npy,11,train,1.046,571,98,822,349,25,dia,accion___24___JUAN15ABRILtestcamara_1_80__Corte-Bajar-mano_AINHOA4.mp4
L47__dia__accion___42___MIGUEL1testcamara_3_29__Corte-camino_JOSESEC3.npy,47,train,1.063,719,48,1213,542,25,dia,accion___42___MIGUEL1testcamara_3_29__Corte-camino_JOSESEC3.mp4
L47__dia__accion___47___JUAN15ABRILtestcamara_1_113__Corte-empujo-empujo._JUAN11.npy,47,val,1.002,780,249,1611,1080,25,dia,accion___47___JUAN15ABRILtestcamara_1_113__Corte-empujo-empujo._JUAN11.mp4
"L02__dia__accion___2___MIGUEL1testcamara_4_45__Corte,-dejo_JOSESEC1.npy",2,train,1.008,328,490,535,697,25,dia,"accion___2___MIGUEL1testcamara_4_45__Corte,-dejo_JOSESEC1.mp4"
"L02__dia__accion___2___JUAN15ABRILtestcamara_3_49__Corte,-carrito._JUAN6.npy",2,train,1.098,803,63,1217,477,25,dia,"accion___2___JUAN15ABRILtestcamara_3_49__Corte,-carrito._JUAN6.mp4"
L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_4_135__-corto-termino.npy,4,train,1.078,126,350,558,782,25,todo_showroom,accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_no-obvio_testTOMA_DE_DATOS_4_135__-corto-termino.mp4
L14__dia__accion___14___MIGUEL1testcamara_2_320__Corte-guardo_JOSESEC3.npy,14,train,1.052,806,145,1049,388,25,dia,accion___14___MIGUEL1testcamara_2_320__Corte-guardo_JOSESEC3.mp4
L47__dia__accion___42___MIGUEL1testcamara_3_450__corte-caminar_MIGUEL4.npy,47,train,1.039,723,265,1538,1080,25,dia,accion___42___MIGUEL1testcamara_3_450__corte-caminar_MIGUEL4.mp4
L02__dia__accion___2___JUAN15ABRILtestcamara_2_73__corte-dejar-carrito_AINHOA4.npy,2,train,1.095,1025,158,1239,372,25,dia,accion___2___JUAN15ABRILtestcamara_2_73__corte-dejar-carrito_AINHOA4.mp4
"L14__ainhoa__accion___14___OCT04_primera_t3_577__-Corte,-guardo.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..npy",14,train,1.089,521,156,837,472,25,ainhoa,"accion___14___OCT04_primera_t3_577__-Corte,-guardo.__metadata-informacion.-Zona-norte-2.-Robo-abrigo..mp4"
"L04__todo_showroom__accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_4_157__-Corto,-termino.-Corto,-termino..npy",4,val,1.017,356,152,704,500,25,todo_showroom,"accion___4___showroom_ROBO_BONI_2_2024-12-17_12-10-28_obvio_testTOMA_DE_DATOS_4_157__-Corto,-termino.-Corto,-termino..mp4"
L48__dia__accion___7___JUAN15ABRILtestcamara_3_176__Corte-hurgar_AINHOA6.npy,48,val,1.048,361,418,797,854,25,dia,accion___7___JUAN15ABRILtestcamara_3_176__Corte-hurgar_AINHOA6.mp4
"L02__ainhoa__accion___2___OCT01_primera_t2_1400__-corte,-dejo__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.npy",2,train,1.01,984,238,1234,488,25,ainhoa,"accion___2___OCT01_primera_t2_1400__-corte,-dejo__metadata-informacion-Zona-norte-2-Objeto-camiseta-Categoria-textil-Robo-bolsillo.mp4"
L00__ainhoa__accion___0___SEP26_primera_t3_1101__-Corte-sostengo.__metadata-informacion.-Zona-centro-2.-Objeto-zapato.-Categoria-textil.-Robo-bolso..npy,0,train,1.044,887,208,1241,562,25,ainhoa,accion___0___SEP26_primera_t3_1101__-Corte-sostengo.__metadata-informacion.-Zona-centro-2.-Objeto-zapato.-Categoria-textil.-Robo-bolso..mp4
L36__ainhoa__accion___36___botellat3_131__-Corte-abrir.npy,36,train,1.041,799,76,1177,454,25,ainhoa,accion___36___botellat3_131__-Corte-abrir.mp4
L12__dia__accion___12___MIGUEL1testcamara_3_411__corte-carrito_MIGUEL3.npy,12,train,1.027,632,49,922,339,25,dia,accion___12___MIGUEL1testcamara_3_411__corte-carrito_MIGUEL3.mp4
L03__ainhoa__accion___3___OCT01_primera_t1_171__-corte-saco.__metadata-informacion.-Zona-sur-3.-Objeto-cinturon.-Categoria-textil.-Robo-bolsillo..npy,3,train,1.093,856,116,1051,311,25,ainhoa,accion___3___OCT01_primera_t1_171__-corte-saco.__metadata-informacion.-Zona-sur-3.-Objeto-cinturon.-Categoria-textil.-Robo-bolsillo..mp4
"L11__ainhoa__accion___11___OCT03_primera_t1_346__-Corte,-agarro.__metadata-informacion,-zona-norte-3,-robo,-bolso..npy",11,train,1.052,577,237,892,552,25,ainhoa,"accion___11___OCT03_primera_t1_346__-Corte,-agarro.__metadata-informacion,-zona-norte-3,-robo,-bolso..mp4"
"L14__ainhoa__accion___14___OCT03_primera_t1_325__-Corte,-guardo.__metadata-informacion.-Zona-norte-1.-Robo-bolso..npy",14,train,1.08,963,248,1262,547,25,ainhoa,"accion___14___OCT03_primera_t1_325__-Corte,-guardo.__metadata-informacion.-Zona-norte-1.-Robo-bolso..mp4"
L11__ainhoa__accion___11___OCT09_t4_457__-corte-agarro.__metadata-informacion.-Zona-Centro-1.-Robo-bolso..npy,11,train,1.098,284,235,645,596,25,ainhoa,accion___11___OCT09_t4_457__-corte-agarro.__metadata-informacion.-Zona-Centro-1.-Robo-bolso..mp4
"L36__ainhoa__accion___36___botellat3_84__-Corte,-abrir.npy",36,train,1.086,1170,637,1613,1080,25,ainhoa,"accion___36___botellat3_84__-Corte,-abrir.mp4"
